name,logo_url,description,stage,sector,business_model,team_size,email,phone,services
نعيم,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649886338en white.png,توفير حلول تقنية لادارة الصالونات ومراكز العناية الشخصية,Seed,IT Solutions,B2B,1-9,Abdullah@cg.sa,0501188088,"[{'title': 'نظام ادارة المركز', 'description': 'نظام خاص بإدارة الحجوزات والمبيعات لمراكز العناية الشخصية'}]"
dealcom | ديلكم,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649809509logo HD.jpg,"هي منصة إلكترونية رائدة، تم تصميمها بمعايير عالية؛ بهدف تقديم حلول المشتريات بنظام العرض والطلب، وبطريقة تسهل العمليات الشرائية للمنشآت، إضافةً إلى تفعيلها للتواصل الاحترافي والسريع بين المشتري والبائع ""المورد"" في بيئة حديثة ومبتكرة، وبتوجه طموح يواكب المستقبل.",Seed,Construction - Data Analytics and Business - Productivity apps,B2B,1-9,info@dealcom.sa,0567563693,"[{'title': 'إدارة المستخدمين', 'description': 'بإضافة عدة مستخدمين من موظفي الشركة'}, {'title': 'تقديم طلب', 'description': 'تمكين المشتري من تقديم طلبات للمنتجات المعروضة'}, {'title': 'تقديم عروض أسعار', 'description': 'إمكانية تقديم عروض على أسعار المنتجات للمورد'}, {'title': 'مقارنة العروض', 'description': 'إمكانية مقارنة عروض الأسعار للمشتري'}, {'title': 'حلول الدفع', 'description': 'تقديم عدة حلول للدفع'}, {'title': 'قياس الأداء', 'description': 'إمكانية قياس أداء العمليات بإضافة عدة مؤشرات'}]"
شركة بوصلة المستقبل لتقنية المعلومات,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649762047CoF LOGO.jpg,تقدم شركة بوصلة المستقبل لتقنية المعلومات خدمات تقنية متعددة ابرزها الاستشارات التقنية،  الحلول التقنية التطويرية، المباني الذكية والترفيه,Pre-Seed,Construction - IT Solutions - Technology - Telecom & communications,B2B,1-9,jamil_1724@hotmail.com,0544303007,"[{'title': 'تقنية المعلومات', 'description': 'اتصالات وبرمجة عامة'}, {'title': 'حلول تقنية', 'description': 'باستخدام الذكاء الاصطناعي وانترنت الاشياء'}, {'title': 'التشييد والبناء', 'description': 'مقاولات عامة'}, {'title': 'الترفيه', 'description': 'تنظيم وادارة الفعاليات وتطوير افكار لفعاليات'}]"
مؤسسة العلامة الذكية للخدمات التسويقية,https://sian.monshaat.gov.sa/Uploads/800x800/1654455497logo smart.jpg,تعمل الموسسة في مجال التسويق نيابة عن الغير من خلال التسويق الرقمي و نسعى بان نقدم تسويق منتجات الغير تقنيا,Pre-Series A,Retail - Maintenance Services,B2B2C,1-9,s.a.ghunimi@outlook.sa,0590000132,"[{'title': 'Partstation', 'description': 'منصة تعمل لتوفير خدمة السيارات بشكل كامل'}]"
ThreeDots | ثري دوتس,https://sian.monshaat.gov.sa/Uploads/Beneficiary/16496155387FFB28F1-9820-4D4A-A6BD-BA139C9F1F9D.jpeg,"شركة ثري دوتس ThreeDots هي شركة سعودية للاستشارات الإدارية وحلول الأعمال متخصصة في حلول الأفراد والمنشآت في جميع أنحاء المنطقة ، تم تأسيسها من قبل مجموعة من الاستشاريين السعوديين
ذوي الخبرة العالمية والإقليمية.",Growth,Data Analytics and Business - IT Solutions - HR and recruitment,B2B2C,1-9,threedots-bus@threedots-bus.com,0593274452,"[{'title': 'استشارات', 'description': 'استشارات ادارية وتقنية'}, {'title': 'التدريب', 'description': 'تقديم برامج تدريب وتطوير متخصصة'}, {'title': 'حلول تقنية', 'description': 'حلول تقنية لتعزيز تجربة الموظف الرقمية'}]"
تمكين الطاقات,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649591939Colorful-logo.jpg,متجر تمكين الطاقات لبيع أجهزة و مستلزمات ذوي الإعاقة,Pre-Seed,E-commerce - Healthcare - Social Entrepreneurship,B2C,1-9,Tamkeen.Alttaqat@gmail.com,0501638638,"[{'title': 'بيع اجهزة و مستلزمات ذوي الإعاقة', 'description': 'توفير احتياجات ذوي الاعاقة من الاجهزة'}]"
Maysan ميسان,https://sian.monshaat.gov.sa/Uploads/800x800/16511969456 - Copy.png,وكالة خدمات تجارية، تقدم خدمة إدارة وتأجير المخازن الذاتية، وخدمات التسويق للمنتجات والعقارات والخدمات المختلفة، وتم تسجيل الوكالة  رسمياً كمدير عقار معتمد لدى الشركة الوطنية للإسكان وكوسيط عقاري لدى منصة ايجار، نقدم أيضاً خدمات التسويق والعلاقات العامة للغير، وإدارة الاستثمار والوساطة للتقنية المالية.,Pre-Seed,Delivery & Logistics - E-commerce - Events - FinTech - Real Estate,B2B,1-9,info@maysan.agency,0540001411,"[{'title': 'إدارة العقار واتحاد الملاك', 'description': 'مدير عقار معتمد لإدارة العقارات تحت مظلة إتحاد الملاك وذلك في المجمعات السكنية والمباني، وقد حصلنا على الاعتماد عام 2022 من منصة ملاك التابعة الشركة الوطنية للإسكان، وأيضاً تعتبر وكالة ميسان وسيط عقاري معتمد من منصة ايجار لتوثيق عقود الايجار السكنية والتجارية'}, {'title': 'التسويق والعلاقات العامة', 'description': 'نقدم خدمة تصوير و انتاج المواد الاعلامية وتصميم الحملات التسويقية والمشاركة في تنظيم الفعاليات'}, {'title': 'إدارة وتأجير المخازن الذاتية', 'description': 'وهو نشاط حديث يمثل نقلة في عالم اللوجستيات، وستكون ميسان واحدة من أول 10 شركات تعمل في هذا المجال بالمملكة العربية السعودية'}, {'title': 'إدارة الاستثمار ووساطة التقنية المالية FinTech', 'description': 'نقدم خدمات ادارة الاستثمار للشركات الناشئة، الصغيرة، والمتوسطة وذلك من خلال تطوير اعمال الشركة وصولاً إلى طرحها في جولات استثمارية عبر منتجات التقنية المالية FinTech'}]"
منحنى الإبداع,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649325680WhatsApp Image 2021-03-18 at 11.42.02 PM.jpeg,نساعد الشركات على النمو عبر شبكات التواصل الاجتماعي ‎‎‎#السوشيال_ميديا,Post Seed,Advertising and Marketing - Creative - Video & Animation,B2B,1-9,Hala@monhna.com,0566633598,"[{'title': 'إدارة حسابات التواصل الاجتماعي', 'description': 'إدارة منصات التواصل الاجتماعي بصورة  احترافية'}, {'title': 'صناعة الحملات التسويقية', 'description': 'صناعة وإنشاء الحملات الممولة عبر منصات التواصل الاجتماعي'}]"
Yanea | يـانع,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649164620Yanea' logo.jpg,يانع مفهوم جديد لرحلة المنتج الزراعي.متجر متخصص بتوفير أجود المحاصيل الطازجة المحلية والعالمية، بالإضافة لتوفير خيارات عضوية.,Pre-Seed,E-commerce - Food & Beverage - Retail - Quality of life,B2B2C,1-9,yanea@outlook.sa,0544112641,"[{'title': 'منفذ بيع تقليدي', 'description': 'محل تجاري يوفر خيارات طازجة عضوية ومنتجات عالية الجودة'}, {'title': 'متجر \xa0إلكتروني', 'description': 'متجر الكتروني يخدم العملاء الراغبين بالتسوق عن بعد'}, {'title': 'السلة المكتبية', 'description': 'خدمة تساعد عملاء الأعمال على توفير خيارات صحية وطازجة داخل بيئة العمل'}, {'title': 'التوريد للمطاعم الصغيرة', 'description': 'توريد المنتجات الطازجة للمطاعم الصغيرة'}]"
لافندورا | مؤسسة فراشة الخزامى التجارية,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1649014309Lavendura Complete - Arabic - Original Color 1.png,"فراشة الخزامى التجارية متخصصة في تصميم و بيع باقات الزهور الطبيعية, تغليف الهدايا, تغليف الشوكولاته,  و تنسيق قاعات الاحتفالات عن طريق متجر الكتروني. بدأت المؤسسة تقديم خدماتها في الدمام و الخبر و تعمل على التوسع لتغطية معظم مدن المملكة.",Seed,E-commerce - Retail,B2C,1-9,m.alsultan@lavendura.com,0542036900,"[{'title': 'بيع و توصيل باقات الورد', 'description': 'تصميم و عرض و بيع باقات الورد عن طريق المتجر الالكتروني'}, {'title': 'تنسيق الهدايا', 'description': 'تنسيق الهدايا و توصيلها'}, {'title': 'توريد و تنسيق الشوكولاته', 'description': 'توريد و تنسيق الشوكولاته'}, {'title': 'تنسيق قاعات الاحتفالات', 'description': 'تنسيق قاعات الاحتفالات'}]"
أكاديمية ريدزون,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648985550الشعار للخلفيات البيضاء.png,"أول أكاديمية لتعليم الفنون القتالية في المملكة للنساء والأطفال
نحمل على عاتقنا رؤية ورسالة طموحة لتطوير مشتركينا للوصول إلى درجة عالية من الإحترافية والآداء الفعال واكتساب  تحمل تدريباتنا فلسفة ترفع من رؤية الفرد للحياة وليست مجرد آداء تقنية الثقة في النفس
نقوم في أكاديمية ريدزون بتعزيز قدراتنا التدريبية عن طريق جلب أفضل الكوادر التدريبية التي تمتلك الخبرة التدريبية اللازمة مع العديد من المشاركات الدولية في ألعاب الدفاع عن النفس , كذلك قدراتهم في التعامل مع الأطفال وتشجيعهم المستمر لزرع القيم الرياضية والأخلاقية التي تدعوا إليها ألعاب فنون الدفاع عن النفس",Seed,Sports & Fitness,B2C,1-9,redzone@redzoneksa.com,0599767115,"[{'title': 'كاراتيه', 'description': 'نوع من أنواع الفنون القتالية اليابانية تستخدم فيه الأيدي والأقدام والركب والمرافق كأسلحة. وهي رياضة دفاعية تتميز بالأخلاق العالية للاعبين والمبدأ الصارم: الكاراتيه أخلاق أو لا تكون.'}, {'title': 'تايكوندو', 'description': 'هي واحدة من الفنون القتالية الكورية التقليدية وهي أكثر من كونها مجرد مهاراة قتالية جسدية.  وقد ظهرت هذه الرياضة في كوريا وعرفت منذ أكثر من 2000 سنة وقد أوجدها وطورها الأهالي كوسيلة للدفاع عن النفس بسبب كثرة الحروب الأهلية وصعوبة الحياة وسط الحيوانات الضارية مما اضطر الإنسان الكوري إلى التفكير في وسيله للدفاع عن نفسه ضد الغزاة وضد الحيوانات التي بدأو يتعلمون منها طرق الدفاع والانقضاض السريع.'}, {'title': 'جمباز', 'description': 'هي رياضة تتضمن أداء سلاسل من الحركات في أجهزة مختلفة ففي كل جهاز سلسلة من الحركات المختلفة. يجمع الجمباز بين القوة والمرونة والسرعة والبراعة.'}, {'title': 'كيك بوكسينغ', 'description': 'ان فكرة الكيك بوكسنغ هي فكرة النزال الرياضي، و ليست فن قتالي بحد داته ظهرت و روجت بهدا الشكل. الاساس من الكيك بوكسنغ هي طريقة للنزالات الرياضية القتالية أكثر من اي شي اخر بالتالي ليس لها متطلبات ترفيع احزمة، ودرجات لترقيات على غرار الفنون الاخرى بالتالي كُل اتحادات و منظمات الكيك بوكسنغ معنية بتنظيم المهرجانات و البطولات و الدورات'}, {'title': 'مواي تاي', 'description': 'عبارة عن فن قتالي تم ابتكاره من أجل الجند وذلك في القرن السادس عشر.\r\nوقد ساعد هذا الفن سكان تايلاند على التصدي للبيرمانيين أثناء الغزو. اليوم، تمارس الملاكمة التايلاندية في العالم بأشمله. يتطلب هذا الفن المنحدر من ""كرابي كرابونج""، لياقات بدنية مثل الخفة، ردود الفعل، القدرة والقوة، كما يتطلب لياقات ذهنية كالاحترام. يلقب هذا الفن ب فن الأطراف الثمانية بسبب استخدام اليدين والكوعين والرجلين والركبتين.'}, {'title': 'لياقة', 'description': 'هي مستوى الحالة البدنية التي يعتمد عليها الإنسان الرّياضي في مكونات اللّياقة البدنية الخاصة برياضته والتي يتم قياسها بأجهزة القياس والاختبارات العلمية ومقارنتها بالمستوى الأمثل أو عبارة عن قدرة الفرد وكفاءته البدنية للقيام بدوره في الحياة دون إجهاد أو تعب'}, {'title': 'فنون دفاعية', 'description': 'هو أسلوب أو مدرسة في التعليم يجمع مجموعة من تقنيات قتالية ودفاعية، بلا سلاح أو بالسلاح، وتاريخيًّا: هو التدريب على البعد الروحي والأخلاقي للسيطرة على الذات وضبط النفس (هذا المبدأ أساسي على حد سواء لتفادي القتال إذا أمكن ذلك، لأجل التعامل في الحالة بطريقة مُثلى ومؤثرة)، وإثراء بعدة معارف شاملة'}]"
اكسندا,https://sian.monshaat.gov.sa/Uploads/Beneficiary/16489774131024.png,اكسندا هي شركة تطور منتجات مترابطة تخدم الطلبة. هدفنا تزويد الطلبة بمنتجات تمكنهم من النمو وإعطاء أفضل ما لديهم. نحل مشاكل مثل تنظيم الخطة الدراسية، وترتيب الجداول والمهام، واختيار التخصص الجامعي.,Seed,EdTech - IT Solutions - Enterprise Software,Platform,1-9,info@axenda.io,0597070759,"[{'title': 'تطبيق خطة', 'description': '.منصة توفر جميع الخدمات التي يحتاجها الطلاب لتنظيم ومتابعة خطتهم الجامعية في تطبيق واحد واهم مميزاتها:\r\n\r\n- أنشىء وشارك خطتك الأكاديمية\r\n- تابع معدلك الفصلي والتراكمي\r\n\r\n- أضف مهامك وحدد أولوياتها\r\n- فعّل التذكيرات لمهامك وحصصك الدراسية'}]"
Dirwaza | دروازة,https://sian.monshaat.gov.sa/Uploads/800x800/1651227353LinkedIn profile picture size green.png,"متجر سعودي الكتروني متخصص في بيع ملابس لأشهر المصممين والمصممات السعوديين، ندعم المنتجات والتصاميم المحلية ونطمح لوصولها للعالمية                                              
                                                 



                                                                  
Dirwaza is an online marketplace for Saudi fashion designers where we connect customers from all around the world to the best Saudi designers.",Pre-Seed,E-commerce - Fashion & Beauty,B2C,1-9,info@dirwaza.net,0508911302,"[{'title': 'Fashion retail', 'description': 'E-commerce'}]"
بنية,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648674939bonyya-international-logo.jpeg,نقرب المتاجر والعملاء أكثربنية تبني النموذج الجديد لتمكين المتاجر من تقديم أفضل تجربة تسوق لعملائها,Pre-Seed,E-commerce - Cloud Platforms,Platform,1-9,ahlan@bonyya.com,0598212165,"[{'title': 'برنامج ولاء للمطاعم والمقاهي', 'description': 'خصومات مباشرة على الفاتورة لحاملي عضوية بنية'}]"
Tawassam تَوسَّم,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648630042TawassamWhiteBG.png,هل قد عانيتم بالتعرف على شرائح الأنسجة والأشعة؟🧫حاولتم تخيل أشكال حتى تتعلمون وتجاوبون بالاختبارات؟🔬نعرفكم على تَوسَّم، منصة تطمح لتطوير وتسهيل تعلم المحتوى المرئي كشرائح الانسجة وغيرها الكثير!,Pre-Seed,EdTech - Healthcare,Platform,1-9,tawassam.med@gmail.com,0502556166,"[{'title': 'An Interactive Visual Solution', 'description': 'تقدم منصة تَوسَّم مكتبة من المحتوى التعليمي المرئي التفاعلي لقطاع الرعاية الصحية.\r\nابدأ تجربتك المجانية!'}]"
WellMed,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648463815WellMed_18112021-01.png,منصة لتقديم الخدمات الطبية المنزلية العاجلة وربط مزودي الخدمة مع المستخدم والممارس الصحي,Pre-Seed,Healthcare - IT Solutions - Quality of life,Platform,1-9,contact@wellmedhc.com,0544020911,"[{'title': 'الرعاية الصحية المنزلية', 'description': 'في WellMed نؤمن بأن الناس يستحقون رعاية صحية أكثر أمانًا واستقلالية.\r\nلـذا نقدم  أفضل خدمات الرعاية الصحية في المنزل ، من خلال نقرة واحدة على هاتفك الذكي. \r\nرعايتك الصحية هي أولويتنا !'}]"
المتسوق الرقمي,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648438248mainicon.png,دزهـ هو دليل شامل للبضائع والخدمات ابتداءً من العناية الشخصية حتى تجهيز المناسبات.وهو ايضاً مزاد وسوق للمنتجات المحلية يتم فيه عرض جميع السلع والخدماتتطبيق دزهـ يعزز مفهوم التسوق الافتراضي.,Pre-Seed,Advertising and Marketing - Fashion & Beauty,B2B,1-9,info@dazah.app,0508587338,"[{'title': 'التسويق نيابة عن الغير', 'description': 'نقوم بالتسويق لمحلات بيع التجزئة ومنتجات الأسر المنتجة'}]"
ريفرز|Ryvirs,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648399463012f0d38-0950-4bb2-9877-47f995726450.JPG,متجر ريفرز متجر سعودي الكتروني متخصص في تركيب العطور لأشهر الماركات العالمية، عطورنا مستوحاة من أشهر الماركات العالمية، لدينا في متجرنا الخاص  كميات من المنتجات المختلفة تناسب جميع الفئات.,Seed,E-commerce - Retail,B2C,1-9,info@dyzzistore.com,0508483561,"[{'title': 'أهلا بكم في متجرنا', 'description': 'نوفر في متجرنا تشكيلة متنوعة من العطورات تناسب مختلف الفئات'}]"
XpertFlow,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1648284051LOGO.jpg,XpertFlow is a preventive healthcare company that accelerates the detection time for life-threatening medical conditions in hospitals using Artificial Intelligence.We empower clinicians to do early interventions and improve patient outcomes.,Seed,Artificial Intelligence - Healthcare - IoT,B2B,10-19,info@xpertflow.com,00923335853520,"[{'title': 'DeepNostix', 'description': 'An AI-enabled platform that predicts life-threatening medical conditions in hospitals by using only the vital signs'}, {'title': 'Nwear', 'description': 'Wearable biosensor for remote monitoring of patients.'}]"
Make Order,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647965580MakeOrder logo1.png,"ميك أوردر
الحل الأمثل لقطاع المطاعم والمقاهي ومحال الحلويات، حيث نمكنهم من اطلاق الموقع والتطبيق الخاص بهم خلال أقل من ساعة لبدء استقبال الطلبات من العملاء، كل ذلك بفضل عمليات الربط التي قمنا بها مع بوابات الدفع وشركات التوصيل و برامج الولاء",Pre-Seed,Delivery & Logistics - E-commerce - IT Solutions,B2B2C,10-19,hello@makeorder.com,0566351045,"[{'title': 'SaaS Solution', 'description': 'اطلاق الموقع والتطبيق دون أي خبرة برمجية'}, {'title': 'التوصيل', 'description': 'التوصيل من المطعم إلى العميل'}]"
نوقابز,https://sian.monshaat.gov.sa/Uploads/800x800/1657116249Official - Copy.png,أُنشأت نوقابز لتجسير وتقليل الفجوة بين سوق العمل والتعليم، نوفر حلول تقنية لربط كل فصل دراسي بالجامعة مع خبير ملائم من سوق العمل افتراضياً,Pre-Seed,EdTech,B2B,1-9,NoGaps.sa@gmail.com,0,[]
شركة التيار  للتطوير  والاستثمار  الصناعي,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647952185tayyar logo 2 (2).jpg,شركه التيار شركه ناشئه في  مجال صناعه  انظمه التوزيع والتحكم  الكهربائي  للجهد المنخفض والمتوسط,Pre-Seed,Energy,B2B,1-9,sami@tayyar.com.sa,0505202863,"[{'title': 'صناعه  انظمه التوزيع والتحكم  الكهربائ', 'description': 'صناعه  انظمه التوزيع والتحكم  الكهربائي  للجهد المنخفض والمتوسط'}]"
تطبيق صالوني,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647899475شعار التطبيق.jpg,تطبيق صالوني هو أفضل دليل في السعودية للخبيرات يساعدك في الوصول للخبيرة الأقرب لك. يعمل تطبيق صالوني كوسيط بين العملاء والخبيرات من المنزل والصالوناتتطبيق صالوني أول بوابة إلكترونية لجميع صالونات التجميل في المملكة العربية السعودية,Post Seed,Fashion & Beauty - IT Solutions,B2C,1-9,arasalony@gmail.com,0563116331,"[{'title': 'سهولة الحجز', 'description': 'تطبيق صالوني يوفر لك تجربة حجز سريعة ومؤكدة لصالونات نسائية مختلفة حسب اختيارك'}, {'title': 'الدقة في الاختيار', 'description': 'يتيح لك التطبيق التعرف على الصوالين والمراكز الأقرب لكِ والعروض والخدمات المقدمة من قبلهم، كما بإمكانك الأطلاع على تقييمات وآراء التجارب السابقة للخدمات قبل الحجز'}]"
تطبيق نزل,https://sian.monshaat.gov.sa/Uploads/800x800/16478822662C373C51-3A5D-4409-9D2F-522D30F6D6F0_4_5005_c.jpeg,تطبيق يعمل كوسيط بين ملاك النزل والسياح في جميع مناطق السعودية والتركيز على الأرياف والقرى والهجرتطبيق نُزُل يساعدك على إيجاد النزل المناسب للإيجار و يمكنك عرض نزلك,Pre-Seed,IT Solutions - Travel & Tourism,Platform,1-9,info@nozolsa.com,0555580751,"[{'title': 'تطبيق نُزُل', 'description': 'اذا كنت تبحث عن نزل للسكن فيه لمدة مؤقتة ، تطبيقنا يساعدك على إيجاد أفضل النزل'}]"
مؤسسة عربة لنقل البري,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647684861التقاط.JPG,مؤسسة سعودية ناشئة  تاسست 2022 م متخصصه في النقل البري كما انها تخصصت في تقديم الخدمات للشركات والمؤسسات ومراكز البحوث والمختبرات للطاقة,Seed,IT Solutions - Transport,B2B,1-9,info@arabh-t.com,0543499929,"[{'title': 'نقل عينات الطاقة', 'description': 'خدمة مخصصه للمختبرات الطاقة ومراكز البحوث الطاقة\r\nخدمة مقدمه داخل وخارج المملكة'}, {'title': 'نقل البضائع', 'description': 'خدمة مخصصه لشركات لنقل منتجاتهم داخل وخارج المملكة'}]"
Relish ريليش,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647504100غطاء علبة-01.png,توفير خدمة الهدايا و البانتري و السناكات الصحية لموظفين الشركات,Pre-Seed,E-commerce - Food & Beverage,B2B,1-9,info@relish-snack.com,0501688901,"[{'title': 'الهدايا', 'description': 'تقديم صناديق هدايا للموظفين'}, {'title': 'البانتري', 'description': 'تقديم خدمات البناتري و الإعاشة للموظفين'}, {'title': 'السناكات الصحية', 'description': 'تقديم خدمات السناك الصحي للموظفين'}]"
استديو صبار الإبداعي | SABBAR STUDIO,https://sian.monshaat.gov.sa/Uploads/800x800/16679071215BCA8930-605D-4834-A26C-5529C76C5956.png,"صبار وكالة ابداعية 
بدأت من مجموعة من الصبارين اجتمعوا ليقدموا باقة شاملة من الخدمات التسويقية الي تدعم القطاع الخاص والقطاع الحكومي في مختلف المجالات .. والي تتجاوز خبرات فريقها العشر سنوات وهالشيء هو الي يخلي صبارا خيارك الأفضل .

لیه دائما صبار !
صبار هو دايم خويك اللّزم وشريك نجاحك التسويقي اللي دائم في حالة إستعداد لكل التغیرات الي تحصل في السوق.  

نؤمن دائما في صبار أن التنوع ھو أساس التمیز والإبداع ، لذلك حرصنا بإن كل صبار فينا يتميز بثقافة مختلفة وصفه تميزه عن باقي الفريق .

ونحرص بإن كل فكرة نبتكرها تكون حبكة إبداعیة تميز علامتك التجارية یحكیھا ویتداولھا جمهورك.",Pre-Seed,Advertising and Marketing - Media & Entertainment - Video & Animation - Architecture & Design,B2B,1-9,pr@sabbarstudio.com,0530127177,"[{'title': 'الحلول التسويقية', 'description': 'لأن صبار هو شريكك التسويقي المميز؛ يعمل فريق متخصص في إيجاد الحلول التسويقية الفعّالة والمبتكرة، والتي من شأنها توفير التكلفة والوقت، وتضم الحلول التسويقية ما يلي:\r\n•\tدراسة العقبات والمشكلات التسويقية.\r\n•\tتصميم خطة تسويقية تناسب طبيعة العمل.\r\n•\tإيجاد حلول مبتكرة وتصميم برامج تسويقية.\r\n•\tتوفير الاستشارات التسويقية المؤثرة.\r\n•\tتقييم الأداء التسويقي والتسعير.'}, {'title': 'كتابة الخطط التسويقية', 'description': 'يجتمع فريق من الصباريين ليحللوا طبيعة عملكم والأهداف التسويقية التي تطمحون إلى تحقيقها؛ ليبدأو في تصميم خطة تسويقية تفوق التوقعات؛ إذ إننا نوفر لكم:\r\n•\tدراسة النشاط والسوق المستهدف دراسة تحليلية.\r\n•\tتصميم الاستراتيجيات التسويقية التي تلبي الأهداف.\r\n•\tتحديد الميزانية الخاصة بالتسويق والمدى الزمني.\r\n•\tتحديد المنصات التسويقية التي تناسب النشاط.\r\n•\tدراسة المنافسين والعملاء المحتملين.\r\n•\tاختبار الخطة التسويقية لتأكيد قابلية تنفيذها.'}, {'title': 'بناء الهويات البصرية', 'description': 'هوية بصرية مميزة تحتاج إلى أفكار صبارية خارج الصندوق، وهذا ما نعدكم به؛ فمع صبار هويتكم البصرية ستبلغ رسالتكم التسويقية للعملاء وتحقق الانتشار المطلوب؛ ففريق سيوفر لكم الآتي:\r\n•\tدراسة نشاطكم وتقييم الوضع الحالي.\r\n•\tابتكار استراتيجية خاصة بالهوية.\r\n•\tتصميم شعار احترافي يعبر عن نشاطكم.\r\n•\tتصميم اللوحات الإعلانية والإرشادية.\r\n•\tتصميمات الهوية المطبوعة والرقمية.\r\n•\tابتكار خطوط إبداعية للهوية البصرية.\r\n•\tتصميمات لعملية التعليب والتغليف.\r\n•\tتصميم المنشورات والكتيبات.'}, {'title': 'إدارة منصات التواصل الإجتماعي', 'description': 'ادارة مواقع التواصل الاجتماعي هي اليد بين العلامة التجارية وبين عميلك واللي تبني علاقة قوية مستدامه بينهم مع صبّار نبني لك مجتمع إلكتروني خاص بعلامتك التجارية يساعدك في تحقيق أهدافك التسويقية.'}]"
شركة بياناتي,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647175647Mydatada logo.png,شركة بياناتي تأسست عام ٢٠١٩ وقدمت ست مشاريع لتحليل البيانات بقطاعات مختلفة واليوم تعمل على التحول  لتقديم منتج خادم SaaS وتأخذ مهمة تحويل تحليل البيانات لذكاء الاعمال من كونها عملية معقدة ومكلفة إلى كونها عملية سهلة بكلفة مناسبة,Pre-Seed,Data Analytics and Business - SaaS,B2B,1-9,info@mydatada.com,0543940266,"[{'title': 'تحليل البيانات | ذكاء الأعمال', 'description': 'مهمتنا في (بياناتي MyData) هي إعطاءك تصور كامل عن أداء شركتك لمساعدتك في إتخاذ أفضل القرارات.'}]"
برمجها,https://sian.monshaat.gov.sa/Uploads/Beneficiary/1647174242brmjha logo 512.png,"نحن فريق لتطوير المواقع والتطبيقات يتشارك نفس الشغف للبرمجة والتصميم وحل المشاكل

نحن هنا لنسمعك, نفهمك, ونساهم في تحويل حلمك لواقع!",Pre-Seed,Advertising and Marketing - Artificial Intelligence - EdTech - IT Solutions - Technology - Software - SaaS,B2C,1-9,info.brmjha@gmail.com,0532595204,"[{'title': 'المشاريع الهندسية التقنية و الروبوتية', 'description': 'عندك فكرة هندسية؟ تبغى تسوي رجل آلي كبير أو حتى الصبارة الراقصة؟\r\n\r\nمهما كانت فكرتك نقدر نبنيها أو نبرمجها لك، كل الي عليك انك تفكر في الإبتكار وعلينا نساعدك تشوفها واقع.'}, {'title': 'تطوير المواقع الإلكترونية وتطبيقات الجوال', 'description': 'المواقع الإلكترونية و التطبيقات هما أهم طريقتين للوصول للمستخدمين في كل مكان.دعنا نسير معك في هذا الطريق خطوة بخطوة للوصول لموقع يناسب رؤيتك أو تطبيق يلبي احتياجك'}, {'title': 'التصميمات الإبداعية للواجهات وتجربة المستخدم', 'description': 'هل لديك موقع إلكتروني أو تطبيق وودك تحسّن تصميمه؟\r\nبإمكاننا تحسين تجربة المستخدم الخاص بك بعد دراسة موقعك او تطبيقك وتصميم واجهات مناسبة للفئة المستهدفة.'}]"
تخـيـّـل | Imagine,https://sian.monshaat.gov.sa/Uploads/800x800/1647165869DA781A09-9439-4DA2-83E8-E6A91D0B8D4A.jpeg,"(تنظيم معارض و مؤتمرات) 
نختص بتنظيم وادارة وتشغيل المعارض والمؤتمرات والدورات و الفعاليات وتوفير كافة الخدمات اللوجستية",Pre-Seed,Delivery & Logistics - Events,B2B,1-9,info@takhael.com,0508060406,"[{'title': 'ادارة وتنظيم الفعاليات', 'description': 'تشغيل وادارة المعارض والمؤتمرات والفعاليات والدورات و مرافقها \r\nو توفير كوادر بشرية بجودة وكفاءة عالية'}]"
Qmart | كيو مارت,https://sian.monshaat.gov.sa/Uploads/800x800/1646906940cropped-logo-qm0-e1611684525941.png,تطبيق الكتروني عبارة عن سوبرماركت متخصص في بيع الخضار و الفواكه، لتسهيل و آتمتة عملية التسوق للآسرة. هدفنا توفير احتياج الآسر من المنتجات و الآسعار التنافسية .,Post Seed,E-commerce - Food & Beverage - Retail,B2C,1-9,qmart.hellp@gmail.com,0583602779,"[{'title': 'للحصول على متعة تسوق خاصة و شيقة وفرنا لكم أسهل طريقة لشراء المقاضي اونلاين', 'description': 'كيو مارت يوفر لك قائمة متنوعة و كاملة من المقاضي مصنفة و مرتبة بشكل يسهل عليك عملية التسوق\r\n\r\nحمل التطبيق الآن!'}]"
